motion_detected,statetime
EA674E,"2019-10-23 07:58:54"
EA674E,"2019-10-23 07:58:17"
EA674E,"2019-10-23 07:58:08"
EA674E,"2019-10-23 07:57:49"
EA674E,"2019-10-23 07:57:17"
EA674E,"2019-10-23 07:57:08"
EA674E,"2019-10-23 07:55:48"
EA674E,"2019-10-23 07:55:28"
EA674E,"2019-10-23 07:54:47"
EA674E,"2019-10-23 07:54:39"
EA674E,"2019-10-23 07:54:13"
EA674E,"2019-10-23 07:54:03"
EA674E,"2019-10-23 07:51:55"
EA674E,"2019-10-23 07:51:14"
EA674E,"2019-10-23 07:50:46"
EA674E,"2019-10-23 07:50:03"
EA674E,"2019-10-23 07:49:54"
EA674E,"2019-10-23 07:49:41"
EA674E,"2019-10-23 07:48:39"
EA674E,"2019-10-23 07:48:17"
EA674E,"2019-10-23 07:47:56"
EA674E,"2019-10-23 07:47:50"
EA674E,"2019-10-23 07:46:25"
EA674E,"2019-10-23 07:46:10"
EA674E,"2019-10-23 07:45:41"
EA674E,"2019-10-23 07:45:13"
EA674E,"2019-10-23 07:44:53"
EA674E,"2019-10-23 07:44:27"
EA674E,"2019-10-23 07:44:15"
EA674E,"2019-10-23 07:43:31"
EA674E,"2019-10-23 07:43:08"
EA674E,"2019-10-23 07:42:53"
EA674E,"2019-10-23 07:42:37"
EA674E,"2019-10-23 07:41:58"
EA674E,"2019-10-23 07:41:00"
EA674E,"2019-10-23 07:40:28"
EA674E,"2019-10-23 07:40:03"
EA674E,"2019-10-23 07:39:56"
EA674E,"2019-10-23 07:39:25"
EA674E,"2019-10-23 07:39:15"
EA674E,"2019-10-23 07:39:06"
EA674E,"2019-10-23 07:38:59"
EA674E,"2019-10-23 07:38:52"
EA674E,"2019-10-23 07:38:45"
EA674E,"2019-10-23 07:38:38"
EA674E,"2019-10-23 07:37:42"
EA674E,"2019-10-23 07:37:36"
EA674E,"2019-10-23 07:36:45"
EA674E,"2019-10-23 07:36:02"
EA674E,"2019-10-23 07:35:33"
EA674E,"2019-10-23 07:35:18"
EA674E,"2019-10-23 07:35:05"
EA674E,"2019-10-23 07:34:42"
EA674E,"2019-10-23 07:34:34"
EA674E,"2019-10-23 07:33:43"
EA674E,"2019-10-23 07:33:36"
EA674E,"2019-10-23 07:33:25"
EA674E,"2019-10-23 07:32:30"
EA674E,"2019-10-23 07:31:49"
EA674E,"2019-10-23 07:31:37"
EA674E,"2019-10-23 07:31:32"
EA674E,"2019-10-23 07:31:04"
EA674E,"2019-10-23 07:30:57"
EA674E,"2019-10-23 07:30:31"
EA674E,"2019-10-23 07:30:20"
EA674E,"2019-10-23 07:30:12"
EA674E,"2019-10-23 07:30:03"
EA674E,"2019-10-23 07:29:53"
EA674E,"2019-10-23 07:29:18"
EA674E,"2019-10-23 07:28:33"
EA674E,"2019-10-23 07:28:19"
EA674E,"2019-10-23 07:28:12"
EA674E,"2019-10-23 07:27:36"
EA674E,"2019-10-23 07:27:16"
EA674E,"2019-10-23 07:26:58"
EA674E,"2019-10-23 07:26:18"
EA674E,"2019-10-23 07:25:58"
EA674E,"2019-10-23 07:25:47"
EA674E,"2019-10-23 07:25:09"
EA674E,"2019-10-23 07:25:01"
EA674E,"2019-10-23 07:24:49"
EA674E,"2019-10-23 07:24:39"
EA674E,"2019-10-23 07:24:29"
EA674E,"2019-10-23 07:23:16"
EA674E,"2019-10-23 07:22:58"
EA674E,"2019-10-23 07:22:44"
EA674E,"2019-10-23 07:22:36"
EA674E,"2019-10-23 07:21:13"
EA674E,"2019-10-23 07:21:06"
EA674E,"2019-10-23 07:20:08"
EA674E,"2019-10-23 07:19:34"
EA674E,"2019-10-23 07:19:24"
EA674E,"2019-10-23 07:19:01"
EA674E,"2019-10-23 07:18:53"
EA674E,"2019-10-23 07:18:24"
EA674E,"2019-10-23 07:17:53"
EA674E,"2019-10-23 07:17:24"
EA674E,"2019-10-23 07:16:08"
EA674E,"2019-10-23 07:16:03"
EA674E,"2019-10-23 07:15:42"
EA674E,"2019-10-23 07:15:32"
EA674E,"2019-10-23 07:15:26"
EA674E,"2019-10-23 07:15:19"
EA674E,"2019-10-23 07:15:11"
EA674E,"2019-10-23 07:15:03"
EA674E,"2019-10-23 07:14:53"
EA674E,"2019-10-23 07:14:08"
EA674E,"2019-10-23 07:13:41"
EA674E,"2019-10-23 07:13:27"
EA674E,"2019-10-23 07:13:10"
EA674E,"2019-10-23 07:12:28"
EA674E,"2019-10-23 07:12:20"
EA674E,"2019-10-23 07:12:11"
EA674E,"2019-10-23 07:11:55"
EA674E,"2019-10-23 07:09:46"
EA674E,"2019-10-23 07:06:40"
EA674E,"2019-10-23 07:06:29"
EA674E,"2019-10-23 07:06:20"
EA674E,"2019-10-23 07:05:56"
EA674E,"2019-10-23 07:05:22"
EA674E,"2019-10-23 07:04:56"
EA674E,"2019-10-23 07:04:42"
EA674E,"2019-10-23 07:04:36"
EA674E,"2019-10-23 07:04:17"
EA674E,"2019-10-23 07:04:00"
EA674E,"2019-10-23 07:03:46"
EA674E,"2019-10-23 07:03:39"
EA674E,"2019-10-23 07:03:31"
EA674E,"2019-10-23 07:03:24"
EA674E,"2019-10-23 07:03:11"
EA674E,"2019-10-23 07:03:01"
EA674E,"2019-10-23 07:02:52"
EA674E,"2019-10-23 07:02:45"
EA674E,"2019-10-23 07:02:38"
EA674E,"2019-10-23 07:02:25"
EA674E,"2019-10-23 07:02:19"
EA674E,"2019-10-23 07:02:11"
EA674E,"2019-10-23 07:02:04"
EA674E,"2019-10-23 07:01:56"
EA674E,"2019-10-23 07:01:48"
EA674E,"2019-10-23 07:01:42"
EA674E,"2019-10-23 07:01:35"
EA674E,"2019-10-23 07:01:27"
EA674E,"2019-10-23 07:01:19"
EA674E,"2019-10-23 07:01:12"
EA674E,"2019-10-23 07:01:05"
EA674E,"2019-10-23 07:00:35"
EA674E,"2019-10-23 06:59:59"
EA674E,"2019-10-23 06:59:51"
EA674E,"2019-10-23 06:59:43"
EA674E,"2019-10-23 06:59:22"
EA674E,"2019-10-23 06:58:50"
EA674E,"2019-10-23 06:57:47"
EA674E,"2019-10-23 06:57:32"
EA674E,"2019-10-23 06:57:25"
EA674E,"2019-10-23 06:57:18"
EA674E,"2019-10-23 06:57:09"
EA674E,"2019-10-23 06:56:48"
EA674E,"2019-10-23 06:56:28"
EA674E,"2019-10-23 06:56:05"
EA674E,"2019-10-23 06:54:56"
EA674E,"2019-10-23 06:54:47"
EA674E,"2019-10-23 06:54:11"
EA674E,"2019-10-23 06:54:04"
EA674E,"2019-10-23 06:53:42"
EA674E,"2019-10-23 06:53:32"
EA674E,"2019-10-23 06:51:59"
EA674E,"2019-10-23 06:51:47"
EA674E,"2019-10-23 06:49:58"
EA674E,"2019-10-23 06:49:46"
EA674E,"2019-10-23 06:49:32"
EA674E,"2019-10-23 06:49:25"
EA674E,"2019-10-23 06:49:17"
EA674E,"2019-10-23 06:49:11"
EA674E,"2019-10-23 06:48:41"
EA674E,"2019-10-23 06:48:18"
EA674E,"2019-10-23 06:48:11"
EA674E,"2019-10-23 06:48:03"
EA674E,"2019-10-23 06:47:37"
EA674E,"2019-10-23 06:47:24"
EA674E,"2019-10-23 06:47:16"
EA674E,"2019-10-23 06:46:33"
EA674E,"2019-10-23 06:45:47"
EA674E,"2019-10-23 06:45:05"
EA674E,"2019-10-23 06:44:14"
EA674E,"2019-10-23 06:43:58"
EA674E,"2019-10-23 06:41:39"
EA674E,"2019-10-23 06:41:30"
EA674E,"2019-10-23 06:41:23"
EA674E,"2019-10-23 06:41:05"
EA674E,"2019-10-23 06:40:44"
EA674E,"2019-10-23 06:40:34"
EA674E,"2019-10-23 06:40:23"
EA674E,"2019-10-23 06:40:14"
EA674E,"2019-10-23 06:40:08"
EA674E,"2019-10-23 06:40:02"
EA674E,"2019-10-23 06:37:28"
EA674E,"2019-10-23 06:34:10"
EA674E,"2019-10-23 06:31:52"
EA674E,"2019-10-23 06:31:46"
EA674E,"2019-10-23 06:31:37"
EA674E,"2019-10-23 06:30:58"
EA674E,"2019-10-23 06:30:48"
EA674E,"2019-10-23 06:30:39"
EA674E,"2019-10-23 06:27:33"
EA674E,"2019-10-23 06:26:09"
EA674E,"2019-10-23 06:26:00"
EA674E,"2019-10-23 06:25:30"
EA674E,"2019-10-23 06:25:16"
EA674E,"2019-10-23 06:25:05"
EA674E,"2019-10-23 06:24:48"
EA674E,"2019-10-23 06:24:31"
EA674E,"2019-10-23 06:23:57"
EA674E,"2019-10-23 06:23:39"
EA674E,"2019-10-23 06:23:02"
EA674E,"2019-10-23 06:22:34"
EA674E,"2019-10-23 06:22:27"
EA674E,"2019-10-23 06:22:17"
EA674E,"2019-10-23 06:22:06"
EA674E,"2019-10-23 06:21:57"
EA674E,"2019-10-23 06:21:45"
EA674E,"2019-10-23 06:21:20"
EA674E,"2019-10-23 06:21:13"
EA674E,"2019-10-23 06:21:05"
EA674E,"2019-10-23 06:20:59"
EA674E,"2019-10-23 06:20:13"
EA674E,"2019-10-23 06:19:58"
EA674E,"2019-10-23 06:19:41"
EA674E,"2019-10-23 06:18:10"
EA674E,"2019-10-23 06:17:47"
EA674E,"2019-10-23 06:16:58"
EA674E,"2019-10-23 06:16:30"
EA674E,"2019-10-23 06:16:19"
EA674E,"2019-10-23 06:15:55"
EA674E,"2019-10-23 06:15:49"
EA674E,"2019-10-23 06:14:21"
EA674E,"2019-10-23 06:14:05"
EA674E,"2019-10-23 06:13:48"
EA674E,"2019-10-23 06:13:41"
EA674E,"2019-10-23 06:13:33"
EA674E,"2019-10-23 06:13:25"
EA674E,"2019-10-23 06:13:18"
EA674E,"2019-10-23 06:13:09"
EA674E,"2019-10-23 06:12:58"
EA674E,"2019-10-23 06:12:49"
EA674E,"2019-10-23 06:12:42"
EA674E,"2019-10-23 06:12:33"
EA674E,"2019-10-23 06:11:55"
EA674E,"2019-10-23 06:11:32"
EA674E,"2019-10-23 06:10:59"
EA674E,"2019-10-23 06:10:45"
EA674E,"2019-10-23 06:10:37"
EA674E,"2019-10-23 06:10:21"
EA674E,"2019-10-23 06:10:14"
EA674E,"2019-10-22 14:03:38"
EA674E,"2019-10-22 14:03:30"
EA674E,"2019-10-22 14:03:24"
EA674E,"2019-10-22 14:03:17"
EA674E,"2019-10-22 14:01:15"
EA674E,"2019-10-22 14:01:08"
EA674E,"2019-10-22 14:01:00"
EA674E,"2019-10-22 14:00:17"
EA674E,"2019-10-22 14:00:04"
EA674E,"2019-10-22 13:58:28"
EA674E,"2019-10-22 13:57:34"
EA674E,"2019-10-22 13:57:00"
EA674E,"2019-10-22 13:56:40"
EA674E,"2019-10-22 13:55:12"
EA674E,"2019-10-22 13:54:55"
EA674E,"2019-10-22 13:52:31"
EA674E,"2019-10-22 13:51:49"
EA674E,"2019-10-22 13:48:03"
EA674E,"2019-10-22 13:47:45"
EA674E,"2019-10-22 13:47:30"
EA674E,"2019-10-22 13:46:43"
EA674E,"2019-10-22 13:44:49"
EA674E,"2019-10-22 13:43:49"
EA674E,"2019-10-22 13:43:16"
EA674E,"2019-10-22 13:41:56"
EA674E,"2019-10-22 13:41:49"
EA674E,"2019-10-22 13:41:41"
EA674E,"2019-10-22 13:06:38"
EA674E,"2019-10-22 13:06:31"
EA674E,"2019-10-22 13:06:23"
EA674E,"2019-10-22 13:06:10"
EA674E,"2019-10-22 13:06:01"
EA674E,"2019-10-22 13:05:54"
EA674E,"2019-10-22 13:05:44"
EA674E,"2019-10-22 13:05:36"
EA674E,"2019-10-22 13:05:15"
EA674E,"2019-10-22 13:05:07"
EA674E,"2019-10-22 13:04:51"
EA674E,"2019-10-22 13:04:31"
EA674E,"2019-10-22 13:04:23"
EA674E,"2019-10-22 13:04:16"
EA674E,"2019-10-22 13:02:54"
EA674E,"2019-10-22 13:02:27"
EA674E,"2019-10-22 13:02:17"
EA674E,"2019-10-22 13:02:07"
EA674E,"2019-10-22 13:01:56"
EA674E,"2019-10-22 10:12:41"
EA674E,"2019-10-22 10:12:32"
EA674E,"2019-10-22 10:12:24"
EA674E,"2019-10-22 10:12:17"
EA674E,"2019-10-22 10:12:10"
EA674E,"2019-10-22 10:12:04"
EA674E,"2019-10-22 10:04:36"
EA674E,"2019-10-22 10:04:30"
EA674E,"2019-10-22 10:02:11"
EA674E,"2019-10-22 10:02:04"
EA674E,"2019-10-22 10:01:57"
EA674E,"2019-10-22 10:01:48"
EA674E,"2019-10-22 10:01:40"
EA674E,"2019-10-22 09:57:50"
EA674E,"2019-10-22 09:57:39"
EA674E,"2019-10-22 09:57:28"
EA674E,"2019-10-22 09:57:17"
EA674E,"2019-10-22 09:57:01"
EA674E,"2019-10-22 09:55:58"
EA674E,"2019-10-22 09:55:18"
EA674E,"2019-10-22 09:55:11"
EA674E,"2019-10-22 09:54:52"
EA674E,"2019-10-22 09:54:24"
EA674E,"2019-10-22 09:54:09"
EA674E,"2019-10-22 09:53:17"
EA674E,"2019-10-22 09:53:04"
EA674E,"2019-10-22 09:52:57"
EA674E,"2019-10-22 09:52:40"
EA674E,"2019-10-22 09:52:28"
EA674E,"2019-10-22 09:52:22"
EA674E,"2019-10-22 09:52:15"
EA674E,"2019-10-22 09:48:50"
EA674E,"2019-10-22 09:48:42"
EA674E,"2019-10-22 09:48:15"
EA674E,"2019-10-22 09:47:32"
EA674E,"2019-10-22 09:47:24"
EA674E,"2019-10-22 09:47:16"
EA674E,"2019-10-22 09:45:09"
EA674E,"2019-10-22 09:44:59"
EA674E,"2019-10-22 09:40:16"
EA674E,"2019-10-22 09:38:36"
EA674E,"2019-10-22 09:38:22"
EA674E,"2019-10-22 09:38:12"
EA674E,"2019-10-22 09:37:57"
EA674E,"2019-10-22 09:17:51"
EA674E,"2019-10-22 09:17:41"
EA674E,"2019-10-22 09:02:36"
EA674E,"2019-10-22 08:50:13"
EA674E,"2019-10-22 08:49:43"
EA674E,"2019-10-22 08:49:22"
EA674E,"2019-10-22 08:49:12"
EA674E,"2019-10-22 08:48:22"
EA674E,"2019-10-22 08:48:11"
EA674E,"2019-10-22 08:48:07"
EA674E,"2019-10-22 08:47:47"
EA674E,"2019-10-22 08:47:39"
EA674E,"2019-10-22 08:47:14"
EA674E,"2019-10-22 08:47:08"
EA674E,"2019-10-22 08:47:01"
EA674E,"2019-10-22 08:46:50"
EA674E,"2019-10-22 08:46:42"
EA674E,"2019-10-22 08:46:35"
EA674E,"2019-10-22 08:46:23"
EA674E,"2019-10-22 08:46:16"
EA674E,"2019-10-22 08:46:10"
EA674E,"2019-10-22 08:37:43"
EA674E,"2019-10-22 08:31:47"
EA674E,"2019-10-22 08:31:36"
EA674E,"2019-10-22 08:31:30"
EA674E,"2019-10-22 08:31:13"
EA674E,"2019-10-22 08:30:55"
EA674E,"2019-10-22 08:30:45"
EA674E,"2019-10-22 08:30:39"
EA674E,"2019-10-22 08:30:07"
EA674E,"2019-10-22 08:25:44"
EA674E,"2019-10-22 08:25:23"
EA674E,"2019-10-22 08:16:48"
EA674E,"2019-10-22 08:13:19"
EA674E,"2019-10-22 08:04:27"
EA674E,"2019-10-22 07:57:05"
EA674E,"2019-10-22 07:54:58"
EA674E,"2019-10-22 07:52:11"
EA674E,"2019-10-22 07:50:04"
EA674E,"2019-10-22 07:47:30"
EA674E,"2019-10-22 07:47:23"
EA674E,"2019-10-22 07:46:10"
EA674E,"2019-10-22 07:44:42"
EA674E,"2019-10-22 07:43:50"
EA674E,"2019-10-22 07:42:23"
EA674E,"2019-10-22 07:38:03"
EA674E,"2019-10-22 07:27:38"
EA674E,"2019-10-22 07:27:19"
EA674E,"2019-10-22 07:26:55"
EA674E,"2019-10-22 07:26:34"
EA674E,"2019-10-22 07:25:27"
EA674E,"2019-10-22 07:24:36"
EA674E,"2019-10-22 07:24:07"
EA674E,"2019-10-22 07:23:47"
EA674E,"2019-10-22 07:23:17"
EA674E,"2019-10-22 07:23:05"
EA674E,"2019-10-22 07:22:57"
EA674E,"2019-10-22 07:22:29"
EA674E,"2019-10-22 07:21:57"
EA674E,"2019-10-22 07:21:15"
EA674E,"2019-10-22 07:20:08"
EA674E,"2019-10-22 07:20:01"
EA674E,"2019-10-22 07:18:18"
EA674E,"2019-10-22 07:17:26"
EA674E,"2019-10-22 07:17:16"
EA674E,"2019-10-22 07:16:54"
EA674E,"2019-10-22 07:16:24"
EA674E,"2019-10-22 07:16:14"
EA674E,"2019-10-22 07:16:07"
EA674E,"2019-10-22 07:15:55"
EA674E,"2019-10-22 07:15:46"
EA674E,"2019-10-22 07:15:39"
EA674E,"2019-10-22 07:15:21"
EA674E,"2019-10-22 07:15:06"
EA674E,"2019-10-22 07:14:58"
EA674E,"2019-10-22 07:14:49"
EA674E,"2019-10-22 07:13:59"
EA674E,"2019-10-22 07:13:49"
EA674E,"2019-10-22 07:12:45"
EA674E,"2019-10-22 07:12:21"
EA674E,"2019-10-22 07:11:17"
EA674E,"2019-10-22 07:11:09"
EA674E,"2019-10-22 07:09:28"
EA674E,"2019-10-22 07:09:06"
EA674E,"2019-10-22 07:08:55"
EA674E,"2019-10-22 07:08:37"
EA674E,"2019-10-22 07:08:17"
EA674E,"2019-10-22 07:07:52"
EA674E,"2019-10-22 07:07:40"
EA674E,"2019-10-22 07:07:27"
EA674E,"2019-10-22 07:07:20"
EA674E,"2019-10-22 07:06:59"
EA674E,"2019-10-22 07:06:46"
EA674E,"2019-10-22 07:06:28"
EA674E,"2019-10-22 07:05:41"
EA674E,"2019-10-22 07:05:24"
EA674E,"2019-10-22 07:04:49"
EA674E,"2019-10-22 07:04:23"
EA674E,"2019-10-22 07:04:15"
EA674E,"2019-10-22 07:03:52"
EA674E,"2019-10-22 07:03:31"
EA674E,"2019-10-22 07:03:20"
EA674E,"2019-10-22 07:03:12"
EA674E,"2019-10-22 07:01:12"
EA674E,"2019-10-22 06:59:53"
EA674E,"2019-10-22 06:57:53"
EA674E,"2019-10-22 06:57:42"
EA674E,"2019-10-22 06:48:57"
EA674E,"2019-10-22 06:48:33"
EA674E,"2019-10-22 06:48:08"
EA674E,"2019-10-22 06:48:00"
EA674E,"2019-10-22 06:36:47"
EA674E,"2019-10-22 06:29:29"
EA674E,"2019-10-22 06:29:00"
EA674E,"2019-10-22 06:28:38"
EA674E,"2019-10-22 06:26:27"
EA674E,"2019-10-22 06:23:56"
EA674E,"2019-10-22 06:21:33"
EA674E,"2019-10-22 06:20:56"
EA674E,"2019-10-22 06:20:49"
EA674E,"2019-10-22 06:20:35"
EA674E,"2019-10-22 06:20:23"
EA674E,"2019-10-22 06:18:35"
EA674E,"2019-10-22 06:17:48"
EA674E,"2019-10-22 06:15:44"
EA674E,"2019-10-22 06:15:06"
EA674E,"2019-10-22 06:13:41"
EA674E,"2019-10-22 06:11:50"
EA674E,"2019-10-22 06:09:33"
EA674E,"2019-10-22 06:02:40"
EA674E,"2019-10-22 05:55:31"
EA674E,"2019-10-22 05:52:39"
EA674E,"2019-10-22 05:51:14"
EA674E,"2019-10-22 05:49:55"
EA674E,"2019-10-22 05:48:30"
EA674E,"2019-10-22 05:43:18"
EA674E,"2019-10-22 05:42:48"
EA674E,"2019-10-22 05:41:13"
EA674E,"2019-10-22 05:36:09"
EA674E,"2019-10-22 05:35:43"
EA674E,"2019-10-22 05:33:24"
EA674E,"2019-10-22 05:32:12"
EA674E,"2019-10-22 05:31:42"
EA674E,"2019-10-22 05:31:20"
EA674E,"2019-10-22 05:30:45"
EA674E,"2019-10-22 05:28:00"
EA674E,"2019-10-22 05:27:44"
EA674E,"2019-10-22 05:27:24"
EA674E,"2019-10-22 05:26:32"
EA674E,"2019-10-22 05:25:39"
EA674E,"2019-10-22 05:23:46"
EA674E,"2019-10-22 05:23:38"
EA674E,"2019-10-22 05:22:48"
EA674E,"2019-10-22 05:21:48"
EA674E,"2019-10-22 05:21:28"
EA674E,"2019-10-22 05:20:12"
EA674E,"2019-10-22 05:19:23"
